Category,Descript,Resolution,Latitude,Longitude,Time,type
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.77129067,-122.4085345,1900-01-01 10:13:00,1.0
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,NONE,37.78782711,-122.4083843,1900-01-01 10:05:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.7931198,-122.4044495,1900-01-01 10:05:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.79186551,-122.4184292,1900-01-01 10:00:00,1.0
MISSING PERSON,FOUND PERSON,NONE,37.71403509,-122.4541544,1900-01-01 10:00:00,1.0
RUNAWAY,RUNAWAY,NONE,37.71403509,-122.4541544,1900-01-01 10:00:00,1.0
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",NONE,37.77829288,-122.4607934,1900-01-01 10:00:00,1.0
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",NONE,37.72569336,-122.4522897,1900-01-01 10:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78378482,-122.3989327,1900-01-01 10:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.77142786,-122.4539816,1900-01-01 10:00:00,1.0
OTHER OFFENSES,OBSCENE PHONE CALLS(S),NONE,37.74419275,-122.4446855,1900-01-01 09:55:00,1.0
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,NONE,37.76157691,-122.5005624,1900-01-01 09:55:00,1.0
ASSAULT,BATTERY,"ARREST, CITED",37.75648641,-122.4065391,1900-01-01 09:45:00,1.0
RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,NONE,37.71768729,-122.4356959,1900-01-01 09:40:00,1.0
SECONDARY CODES,JUVENILE INVOLVED,JUVENILE CITED,37.78079208,-122.4900934,1900-01-01 09:30:00,1.0
ASSAULT,BATTERY,JUVENILE CITED,37.78079208,-122.4900934,1900-01-01 09:30:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.71430594,-122.4693588,1900-01-01 09:30:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.78104322,-122.3998338,1900-01-01 09:30:00,1.0
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",NONE,37.77542071,-122.4034048,1900-01-01 09:25:00,1.0
OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,"ARREST, BOOKED",37.77542071,-122.4034048,1900-01-01 09:20:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.77005272,-122.4461437,1900-01-01 09:07:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.77005272,-122.4461437,1900-01-01 09:07:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,NONE,37.72773515,-122.3932329,1900-01-01 09:04:00,1.0
OTHER OFFENSES,HARASSING PHONE CALLS,NONE,37.78606467,-122.4016923,1900-01-01 09:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78838302,-122.4043666,1900-01-01 09:00:00,1.0
ASSAULT,STALKING,NONE,37.76194488,-122.4239565,1900-01-01 09:00:00,1.0
KIDNAPPING,FALSE IMPRISONMENT,"ARREST, BOOKED",37.79212562,-122.3979204,1900-01-01 09:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.77756837,-122.4052113,1900-01-01 09:00:00,1.0
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,NONE,37.74815547,-122.4586802,1900-01-01 09:00:00,1.0
ASSAULT,THREATS AGAINST LIFE,"ARREST, BOOKED",37.79212562,-122.3979204,1900-01-01 09:00:00,1.0
LARCENY/THEFT,PETTY THEFT BICYCLE,NONE,37.75605901,-122.4776786,1900-01-01 09:00:00,1.0
SEX OFFENSES FORCIBLE,SEXUAL BATTERY,"ARREST, BOOKED",37.79212562,-122.3979204,1900-01-01 09:00:00,1.0
ASSAULT,DISCHARGING IN GROSSLY NEGLIGENT MANNER,NONE,37.73011104,-122.4218953,1900-01-01 09:00:00,1.0
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,NONE,37.73933489,-122.4959219,1900-01-01 09:00:00,1.0
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,NONE,37.74320825,-122.4929701,1900-01-01 09:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.75123551,-122.4521325,1900-01-01 08:56:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",NONE,37.78284302,-122.4132375,1900-01-01 08:50:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, CITED",37.78658886,-122.4016923,1900-01-01 08:45:00,1.0
TRESPASS,TRESPASSING,"ARREST, CITED",37.78658886,-122.4016923,1900-01-01 08:45:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.78425318,-122.4079025,1900-01-01 08:30:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.77168767,-122.5034712,1900-01-01 08:30:00,1.0
BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",NONE,37.77513457,-122.443774,1900-01-01 08:30:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.78425318,-122.4079025,1900-01-01 08:30:00,1.0
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,"ARREST, BOOKED",37.78425318,-122.4079025,1900-01-01 08:30:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.78769268,-122.4847297,1900-01-01 08:30:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",NONE,37.77994441,-122.4143179,1900-01-01 08:29:00,1.0
RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,NONE,37.72095416,-122.4570916,1900-01-01 08:23:00,1.0
TRESPASS,TRESPASSING,"ARREST, CITED",37.77858532,-122.4085208,1900-01-01 08:19:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.7702426,-122.4296382,1900-01-01 08:18:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.72817045,-122.459851,1900-01-01 08:11:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",NONE,37.78370693,-122.4085951,1900-01-01 08:10:00,1.0
ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,NONE,37.78690887,-122.4225406,1900-01-01 08:10:00,1.0
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",NONE,37.74316003,-122.4719249,1900-01-01 08:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.76776786,-122.4533269,1900-01-01 08:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.73175173,-122.4747666,1900-01-01 08:00:00,1.0
SEX OFFENSES FORCIBLE,SEXUAL BATTERY,NONE,37.78627746,-122.4129991,1900-01-01 07:50:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.77542071,-122.4034048,1900-01-01 07:43:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",NONE,37.78509432,-122.4078454,1900-01-01 07:41:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,NONE,37.78161503,-122.4094204,1900-01-01 07:39:00,1.0
NON-CRIMINAL,AIDED CASE,NONE,37.78161503,-122.4094204,1900-01-01 07:39:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,NONE,37.77964754,-122.411386,1900-01-01 07:33:00,1.0
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,NONE,37.77964754,-122.411386,1900-01-01 07:33:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78491247,-122.4086486,1900-01-01 07:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",NONE,37.76132266,-122.4373137,1900-01-01 07:20:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.73887741,-122.3920609,1900-01-01 07:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76596975,-122.4653781,1900-01-01 07:00:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",NONE,37.78418935,-122.4076335,1900-01-01 06:58:00,1.0
ASSAULT,INFLICT INJURY ON COHABITEE,NONE,37.73238073,-122.378268,1900-01-01 06:45:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,"ARREST, BOOKED",37.77858957,-122.4116262,1900-01-01 06:37:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.77858957,-122.4116262,1900-01-01 06:37:00,1.0
ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,NONE,37.78698496,-122.4191263,1900-01-01 06:30:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.7632942,-122.4340362,1900-01-01 06:17:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78864663,-122.4127185,1900-01-01 06:10:00,1.0
OTHER OFFENSES,FALSE PERSONATION,NONE,37.79813472,-122.4008907,1900-01-01 06:05:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.7985811,-122.4010559,1900-01-01 06:05:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.76274366,-122.4217477,1900-01-01 06:01:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.78003044,-122.4321162,1900-01-01 06:00:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NONE,37.777834,-122.4048716,1900-01-01 05:50:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77671836,-122.4153221,1900-01-01 05:30:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.76759417,-122.4176533,1900-01-01 05:30:00,1.0
NON-CRIMINAL,"AIDED CASE, DOG BITE",NONE,37.75648641,-122.4065391,1900-01-01 04:45:00,1.0
MISSING PERSON,MISSING ADULT,NONE,37.79503675,-122.4140114,1900-01-01 04:30:00,1.0
MISSING PERSON,FOUND PERSON,NONE,37.79503675,-122.4140114,1900-01-01 04:30:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.72533966,-122.4383255,1900-01-01 04:30:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.77326129,-122.4475224,1900-01-01 03:43:00,1.0
BURGLARY,"BURGLARY, FORCIBLE ENTRY",NONE,37.79164702,-122.4057024,1900-01-01 03:41:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.78127074,-122.4113396,1900-01-01 03:37:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.74210344,-122.3799518,1900-01-01 03:30:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.74210344,-122.3799518,1900-01-01 03:30:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,"ARREST, BOOKED",37.79620462,-122.4236828,1900-01-01 03:05:00,1.0
ASSAULT,INFLICT INJURY ON COHABITEE,"ARREST, BOOKED",37.79620462,-122.4236828,1900-01-01 03:05:00,1.0
LARCENY/THEFT,GRAND THEFT BICYCLE,NONE,37.76915926,-122.4330127,1900-01-01 03:00:00,1.0
ROBBERY,"ROBBERY, BODILY FORCE",NONE,37.77416998,-122.4692275,1900-01-01 02:50:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78090977,-122.4108918,1900-01-01 02:40:00,1.0
OTHER OFFENSES,DEFRAUDING TAXI DRIVER,NONE,37.78026558,-122.4033904,1900-01-01 02:39:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.78026558,-122.4033904,1900-01-01 02:39:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.78026558,-122.4033904,1900-01-01 02:39:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,"ARREST, BOOKED",37.78751587,-122.407435,1900-01-01 02:35:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.78751587,-122.407435,1900-01-01 02:35:00,1.0
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",NONE,37.78799839,-122.4200949,1900-01-01 02:30:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78026558,-122.4033904,1900-01-01 02:15:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.76781052,-122.4220978,1900-01-01 02:00:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,NONE,37.76403808,-122.4227771,1900-01-01 01:42:00,1.0
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",NONE,37.74105498,-122.4068252,1900-01-01 01:30:00,1.0
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,NONE,37.77228253,-122.4253508,1900-01-01 01:25:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.72763681,-122.4324494,1900-01-01 01:25:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,"ARREST, BOOKED",37.75302675,-122.4184492,1900-01-01 01:20:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.73796071,-122.3929676,1900-01-01 01:08:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78505825,-122.4221511,1900-01-01 01:00:00,1.0
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",NONE,37.76422056,-122.4196583,1900-01-01 01:00:00,1.0
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,NONE,37.7757394,-122.4758874,1900-01-01 00:59:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.7801135,-122.4098928,1900-01-01 00:57:00,1.0
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,"ARREST, BOOKED",37.7801135,-122.4098928,1900-01-01 00:57:00,1.0
ASSAULT,BATTERY OF A POLICE OFFICER,"ARREST, BOOKED",37.779868,-122.4370756,1900-01-01 00:12:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.779868,-122.4370756,1900-01-01 00:12:00,1.0
BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)","ARREST, BOOKED",37.779868,-122.4370756,1900-01-01 00:12:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.779868,-122.4370756,1900-01-01 00:12:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.72050646,-122.3903603,1900-01-01 00:11:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.78520719,-122.4066906,1900-01-01 00:11:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,"ARREST, BOOKED",37.78520719,-122.4066906,1900-01-01 00:11:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.76422894,-122.4195204,1900-01-01 00:02:00,1.0
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,"ARREST, BOOKED",37.76422894,-122.4195204,1900-01-01 00:02:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.77300128,-122.4124863,1900-01-01 00:01:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,NONE,37.77542071,-122.4034048,1900-01-01 00:01:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.80038539,-122.4058625,1900-01-01 00:01:00,1.0
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,NONE,37.80577399,-122.4128038,1900-01-01 00:01:00,1.0
NON-CRIMINAL,AIDED CASE,NONE,37.77542071,-122.4034048,1900-01-01 00:01:00,1.0
ASSAULT,BATTERY,NONE,37.77034955,-122.4292247,1900-01-01 00:01:00,1.0
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",NONE,37.72238271,-122.4344085,1900-01-01 00:01:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.75829534,-122.3960911,1900-01-01 23:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",NONE,37.76324692,-122.4830245,1900-01-01 23:20:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.77288199,-122.4357275,1900-01-01 23:00:00,1.0
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,NONE,37.78328787,-122.4089536,1900-01-01 23:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",NONE,37.71171872,-122.4553997,1900-01-01 23:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.80478965,-122.42018,1900-01-01 23:00:00,1.0
ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,NONE,37.78328787,-122.4089536,1900-01-01 23:00:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.77542071,-122.4034048,1900-01-01 23:00:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.7963439,-122.4005171,1900-01-01 22:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77186362,-122.4140273,1900-01-01 22:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.75164468,-122.4697268,1900-01-01 22:30:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.77234356,-122.443206,1900-01-01 22:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS","ARREST, BOOKED",37.76080106,-122.435563,1900-01-01 22:29:00,1.0
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,"ARREST, BOOKED",37.76080106,-122.435563,1900-01-01 22:29:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.76080106,-122.435563,1900-01-01 22:29:00,1.0
BURGLARY,"BURGLARY, UNLAWFUL ENTRY","ARREST, BOOKED",37.78782711,-122.4083843,1900-01-01 22:20:00,1.0
OTHER OFFENSES,FALSE PERSONATION,"ARREST, BOOKED",37.78782711,-122.4083843,1900-01-01 22:20:00,1.0
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING","ARREST, BOOKED",37.78782711,-122.4083843,1900-01-01 22:20:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.78127074,-122.4113396,1900-01-01 22:04:00,1.0
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,"ARREST, BOOKED",37.78127074,-122.4113396,1900-01-01 22:04:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, BOOKED",37.78127074,-122.4113396,1900-01-01 22:04:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76102017,-122.4327953,1900-01-01 22:00:00,1.0
MISSING PERSON,MISSING JUVENILE,NONE,37.77496296,-122.4929031,1900-01-01 22:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, BOOKED",37.76132266,-122.4373137,1900-01-01 21:35:00,1.0
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,"ARREST, BOOKED",37.76132266,-122.4373137,1900-01-01 21:35:00,1.0
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,"ARREST, BOOKED",37.76132266,-122.4373137,1900-01-01 21:35:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.76750729,-122.4290182,1900-01-01 21:30:00,1.0
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,"ARREST, BOOKED",37.74270208,-122.401192,1900-01-01 21:15:00,1.0
VEHICLE THEFT,STOLEN TRUCK,"ARREST, BOOKED",37.74270208,-122.401192,1900-01-01 21:15:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.74270208,-122.401192,1900-01-01 21:15:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",NONE,37.75885065,-122.3942976,1900-01-01 21:00:00,1.0
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",COMPLAINANT REFUSES TO PROSECUTE,37.75398968,-122.4169649,1900-01-01 21:00:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.75398968,-122.4169649,1900-01-01 21:00:00,1.0
SECONDARY CODES,DOMESTIC VIOLENCE,COMPLAINANT REFUSES TO PROSECUTE,37.75398968,-122.4169649,1900-01-01 21:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.73822271,-122.5016926,1900-01-01 21:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NONE,37.78926723,-122.4162212,1900-01-01 20:30:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.71978918,-122.391003,1900-01-01 20:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM PERSON,"ARREST, BOOKED",37.77542071,-122.4034048,1900-01-01 20:27:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.77542071,-122.4034048,1900-01-01 20:27:00,1.0
SECONDARY CODES,GANG ACTIVITY,"ARREST, BOOKED",37.76422894,-122.4195204,1900-01-01 20:22:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,"ARREST, BOOKED",37.76422894,-122.4195204,1900-01-01 20:22:00,1.0
ASSAULT,BATTERY,"ARREST, BOOKED",37.76422894,-122.4195204,1900-01-01 20:22:00,1.0
LARCENY/THEFT,GRAND THEFT FROM PERSON,NONE,37.71624023,-122.452596,1900-01-01 20:20:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78321452,-122.4107688,1900-01-01 20:20:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.73453622,-122.3789918,1900-01-01 20:02:00,1.0
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",COMPLAINANT REFUSES TO PROSECUTE,37.73453622,-122.3789918,1900-01-01 20:02:00,1.0
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",NONE,37.7691663,-122.4535346,1900-01-01 20:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.76505012,-122.4196718,1900-01-01 20:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.71745801,-122.4403882,1900-01-01 20:00:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.78387039,-122.4201913,1900-01-01 20:00:00,1.0
ASSAULT,BATTERY,COMPLAINANT REFUSES TO PROSECUTE,37.78387039,-122.4201913,1900-01-01 20:00:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.76750273,-122.42895,1900-01-01 20:00:00,1.0
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,COMPLAINANT REFUSES TO PROSECUTE,37.78387039,-122.4201913,1900-01-01 20:00:00,1.0
SECONDARY CODES,DOMESTIC VIOLENCE,COMPLAINANT REFUSES TO PROSECUTE,37.78387039,-122.4201913,1900-01-01 20:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.72941953,-122.4312349,1900-01-01 20:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.76924706,-122.4269556,1900-01-01 19:55:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.79546608,-122.4187155,1900-01-01 19:49:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77623288,-122.3961641,1900-01-01 19:45:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",NONE,37.75991634,-122.425397,1900-01-01 19:40:00,1.0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,JUVENILE ADMONISHED,37.76924706,-122.4269556,1900-01-01 19:35:00,1.0
OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,JUVENILE ADMONISHED,37.76924706,-122.4269556,1900-01-01 19:35:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.77545282,-122.4380172,1900-01-01 19:30:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.79876072,-122.42234,1900-01-01 19:30:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",NONE,37.75856417,-122.4067253,1900-01-01 19:20:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,NONE,37.75301865,-122.4185872,1900-01-01 19:10:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,NONE,37.75301865,-122.4185872,1900-01-01 19:10:00,1.0
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,NONE,37.75301865,-122.4185872,1900-01-01 19:10:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76659878,-122.4210579,1900-01-01 19:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78338624,-122.4098537,1900-01-01 19:00:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.77542071,-122.4034048,1900-01-01 19:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.77762424,-122.3999811,1900-01-01 18:57:00,1.0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,"ARREST, BOOKED",37.80477157,-122.4025648,1900-01-01 18:53:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,"ARREST, BOOKED",37.80477157,-122.4025648,1900-01-01 18:53:00,1.0
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING","ARREST, BOOKED",37.78440118,-122.4075459,1900-01-01 18:50:00,1.0
LARCENY/THEFT,PETTY THEFT BICYCLE,"ARREST, BOOKED",37.78440118,-122.4075459,1900-01-01 18:50:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NONE,37.77937784,-122.4033132,1900-01-01 18:47:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.75919465,-122.3885759,1900-01-01 18:40:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,PSYCHOPATHIC CASE,37.77774695,-122.4350282,1900-01-01 18:40:00,1.0
